ticker,company_name,sector,ceo_name,appointment_date,resignation_date,tenure_years,photo_path,photo_acquired,github_uploaded,source,notes
3241,ウィル,不動産業,田中 真次,,（現在）,,photos_1/3241_ウィル/current/photo_01.jpg,✓,✓,current,
3241,ウィル,不動産業,次氏　社員,,,,photos_1/3241_ウィル/history/01_次氏_社員/photo_01.jpg,✓,✓,history,
3242,アーバネットコーポレーション,不動産業,田中,,（現在）,,photos_1/3242_アーバネットコーポレーション/current/photo_01.jpg,✓,✓,current,
3245,ディア・ライフ,不動産業,阿部 幸広,,（現在）,,photos_1/3245_ディア・ライフ/current/photo_01.jpg,✓,✓,current,
3245,ディア・ライフ,不動産業,阿部幸広,2022年頃,,,photos_1/3245_ディア・ライフ/history/01_阿部幸広/photo_01.jpg,✓,✓,history,
3246,コーセーアールイー,不動産業,進士仁一,,,,,,,history,
3246,コーセーアールイー,不動産業,手塚卓志,,,,photos_1/3246_コーセーアールイー/history/02_手塚卓志/photo_01.jpg,✓,✓,history,
3248,アールエイジ,不動産業,,,,,,,,missing,要調査
3252,地主,不動産業,西羅 曜旦,,（現在）,,photos_1/3252_地主/current/photo_01.jpg,✓,✓,current,
3252,地主,不動産業,業者 松岡,,,,photos_1/3252_地主/history/01_業者_松岡/photo_01.jpg,✓,✓,history,
3261,グランディーズ,不動産業,,,,,,,,missing,要調査
3266,ファンドクリエーショングループ,不動産業,,,,,,,,missing,要調査
3267,フィル・カンパニー,建設業,外山 晋吾,2023年8月,（現在）,,photos_1/3267_フィル・カンパニー/current/photo_01.jpg,✓,✓,current,
3271,THEグローバル社,不動産業,,,,,,,,missing,要調査
3276,JPMC,不動産業,"戦略
中長期",2022年6月,（現在）,,photos_1/3276_JPMC/current/photo_01.jpg,✓,✓,current,
3277,サンセイランディック,不動産業,,,,,,,,missing,要調査
3280,エストラスト,不動産業,"方
当社",平成17年４月,（現在）,,photos_1/3280_エストラスト/current/photo_01.jpg,✓,✓,current,
3284,フージャースホールディングス,不動産業,,,,,,,,missing,要調査
3286,トラストホールディングス,不動産業,山川 修,2001年９月,（現在）,,photos_1/3286_トラストホールディングス/current/photo_01.jpg,✓,✓,current,
3286,トラストホールディングス,不動産業,山氏　三井住,2025年12月23日,2025年12月23日,,photos_1/3286_トラストホールディングス/history/01_山氏_三井住/photo_01.jpg,✓,✓,history,
3286,トラストホールディングス,不動産業,山氏　海外,2025年7月31日,2025年12月23日,,photos_1/3286_トラストホールディングス/history/02_山氏_海外/photo_01.jpg,✓,✓,history,
3288,オープンハウスグループ,不動産業,締役 福岡,,（現在）,,photos_1/3288_オープンハウスグループ/current/photo_01.jpg,✓,✓,current,
3289,東急不動産ホールディングス,不動産業,魅力,2021年5月,（現在）,,photos_1/3289_東急不動産ホールディングス/current/photo_01.jpg,✓,✓,current,
3289,東急不動産ホールディングス,不動産業,西川 弘典,2024年頃,,,photos_1/3289_東急不動産ホールディングス/history/01_西川_弘典/photo_01.jpg,✓,✓,history,
3291,飯田グループホールディングス,不動産業,,,,,,,,missing,要調査
3293,アズマハウス,不動産業,和歌山市,2020年頃,,,photos_1/3293_アズマハウス/history/01_和歌山市/photo_01.jpg,✓,✓,history,
3294,イーグランド,不動産業,,,,,,,,missing,要調査
3297,東武住販,不動産業,荻野　利浩,2024年9月,（現在）,,photos_1/3297_東武住販/current/photo_01.jpg,✓,✓,current,
3297,東武住販,不動産業,荻野 利浩,,,,photos_1/3297_東武住販/history/01_荻野_利浩/photo_01.jpg,✓,✓,history,
3299,ムゲンエステート,不動産業,"締役
藤田",2013年3月,（現在）,,photos_1/3299_ムゲンエステート/current/photo_01.jpg,✓,✓,current,
3300,アンビション　DX　ホールディングス,不動産業,,,,,,,,missing,要調査
3302,帝国繊維,繊維製品,,,,,,,,missing,要調査
3306,日本製麻,卸売業,進士仁一,,,,photos_1/3306_日本製麻/history/01_進士仁一/photo_01.jpg,✓,✓,history,
3306,日本製麻,卸売業,手塚卓志,,,,photos_1/3306_日本製麻/history/02_手塚卓志/photo_01.jpg,✓,✓,history,
3315,日本コークス工業,石油・石炭製品,企業理念,,（現在）,,photos_1/3315_日本コークス工業/current/photo_01.jpg,✓,✓,current,
3317,フライングガーデン,小売業,,,,,,,,missing,要調査
3320,クロスプラス,卸売業,皆様,2026年1月,（現在）,,,,,current,
3321,ミタチ産業,卸売業,橘 和博,,（現在）,,photos_1/3321_ミタチ産業/current/photo_01.jpg,✓,✓,current,
3323,レカム,卸売業,,,,,,,,missing,要調査
3326,ランシステム,サービス業,月期上期,2026年3月,（現在）,,photos_1/3326_ランシステム/current/photo_01.jpg,✓,✓,current,
3329,東和フードサービス,小売業,岸野　誠人,,（現在）,,photos_1/3329_東和フードサービス/current/photo_01.jpg,✓,✓,current,
3333,あさひ,小売業,,,,,,,,missing,要調査
3349,コスモス薬品,小売業,,,,,,,,missing,要調査
3350,メタプラネット,卸売業,,,,,,,,missing,要調査
3352,バッファロー,小売業,,,,,,,,missing,要調査
3353,メディカル一光グループ,小売業,,,,,,,,missing,要調査
3355,クリヤマホールディングス,卸売業,植村甲午郎,,,,photos_1/3355_クリヤマホールディングス/history/01_植村甲午郎/photo_01.jpg,✓,✓,history,
3355,クリヤマホールディングス,卸売業,水野成夫,,,,photos_1/3355_クリヤマホールディングス/history/02_水野成夫/photo_01.jpg,✓,✓,history,
3355,クリヤマホールディングス,卸売業,鹿内信隆,,,,,,,history,
3355,クリヤマホールディングス,卸売業,浅野賢澄,,,,,,,history,
3355,クリヤマホールディングス,卸売業,鹿内春雄,,,,photos_1/3355_クリヤマホールディングス/history/05_鹿内春雄/photo_01.jpg,✓,✓,history,
3355,クリヤマホールディングス,卸売業,鹿内宏明,,,,photos_1/3355_クリヤマホールディングス/history/06_鹿内宏明/photo_01.jpg,✓,✓,history,
3355,クリヤマホールディングス,卸売業,日枝久,,,,photos_1/3355_クリヤマホールディングス/history/07_日枝久/photo_01.jpg,✓,✓,history,
3355,クリヤマホールディングス,卸売業,嘉納修治,,,,photos_1/3355_クリヤマホールディングス/history/08_嘉納修治/photo_01.jpg,✓,✓,history,
3358,ワイエスフード,小売業,,,,,,,,missing,要調査
3359,cotta,卸売業,黒須 綾希子,,（現在）,,photos_1/3359_cotta/current/photo_01.jpg,✓,✓,current,
3360,シップヘルスケアホールディングス,卸売業,締役　佐野,2007年6月,（現在）,,photos_1/3360_シップヘルスケアホールディングス/current/photo_01.jpg,✓,✓,current,
3361,トーエル,小売業,娼館 望郷,,,,photos_1/3361_トーエル/history/01_娼館_望郷/photo_01.jpg,✓,✓,history,
3361,トーエル,小売業,七号 君想,,,,photos_1/3361_トーエル/history/02_七号_君想/photo_01.jpg,✓,✓,history,
3370,フジタコーポレーション,小売業,,,,,,,,missing,要調査
3371,ソフトクリエイトホールディングス,情報・通信業,院前 伊集院,,,,photos_1/3371_ソフトクリエイトホールディングス/history/01_院前_伊集院/photo_01.jpg,✓,✓,history,
3372,関門海,小売業,,,,,,,,missing,要調査
3374,内外テック,卸売業,井田 克郎,2024年4月,（現在）,,photos_1/3374_内外テック/current/photo_01.jpg,✓,✓,current,
3374,内外テック,卸売業,神子柴 寿昭,,,,photos_1/3374_内外テック/history/01_神子柴_寿昭/photo_01.jpg,✓,✓,history,
3374,内外テック,卸売業,三部 敏宏,,,,photos_1/3374_内外テック/history/02_三部_敏宏/photo_01.jpg,✓,✓,history,
3374,内外テック,卸売業,倉石 誠司,,,,photos_1/3374_内外テック/history/03_倉石_誠司/photo_01.jpg,✓,✓,history,
3374,内外テック,卸売業,竹内 弘平,,,,photos_1/3374_内外テック/history/04_竹内_弘平/photo_01.jpg,✓,✓,history,
3374,内外テック,卸売業,鈴木 麻子,,,,photos_1/3374_内外テック/history/05_鈴木_麻子/photo_01.jpg,✓,✓,history,
3374,内外テック,卸売業,貝原 典也,,,,photos_1/3374_内外テック/history/06_貝原_典也/photo_01.jpg,✓,✓,history,
3375,ZOA,小売業,,,,,,,,missing,要調査
3377,バイク王&カンパニー,卸売業,澤　篤史,2007年7月,（現在）,,photos_1/3377_バイク王&カンパニー/current/photo_01.jpg,✓,,current,
3382,セブン&アイ・ホールディングス,小売業,締役　会長,2002年5月,（現在）,,photos_1/3382_セブン&アイ・ホールディングス/current/photo_01.jpg,✓,,current,
3382,セブン&アイ・ホールディングス,小売業,院前 伊集院,,,,photos_1/3382_セブン&アイ・ホールディングス/history/01_院前_伊集院/photo_01.jpg,✓,✓,history,
3386,コスモ・バイオ,卸売業,,,,,,,,missing,要調査
3387,クリエイト・レストランツ・ホールディングス,小売業,創業,,（現在）,,,,,current,
3387,クリエイト・レストランツ・ホールディングス,小売業,彦氏　寺畠正,2020年1月9日,2024年1月20日,,photos_1/3387_クリエイト・レストランツ・ホールディングス/history/01_彦氏_寺畠正/photo_01.jpg,✓,✓,history,
3388,明治電機工業,卸売業,,,,,,,,missing,要調査
3391,ツルハホールディングス,小売業,鶴羽 順,,（現在）,,photos_1/3391_ツルハホールディングス/current/photo_01.jpg,✓,✓,current,
3392,デリカフーズホールディングス,卸売業,持続可能,,（現在）,,photos_1/3392_デリカフーズホールディングス/current/photo_01.jpg,✓,✓,current,
3392,デリカフーズホールディングス,卸売業,阪急 大井町,,,,photos_1/3392_デリカフーズホールディングス/history/01_阪急_大井町/photo_01.jpg,✓,✓,history,
3393,スターティアホールディングス,卸売業,本郷 秀之,,（現在）,,photos_1/3393_スターティアホールディングス/current/photo_01.jpg,✓,✓,current,
3395,サンマルクホールディングス,小売業,藤川 祐樹社,2021年12月17日,2025年9月,,photos_1/3395_サンマルクホールディングス/history/01_藤川_祐樹社/photo_01.jpg,✓,✓,history,
3396,フェリシモ,小売業,,,,,,,,missing,要調査
3397,トリドールホールディングス,小売業,内容	飲食業,2016年10月,（現在）,,photos_1/3397_トリドールホールディングス/current/photo_01.jpg,✓,✓,current,
3399,丸千代山岡家,小売業,,,,,,,,missing,要調査
3401,帝人,繊維製品,,,,,,,,missing,要調査
3402,東レ,繊維製品,,,,,,,,missing,要調査
3405,クラレ,化学,,,,,,,,missing,要調査
3407,旭化成,化学,,,,,,,,missing,要調査
3409,北日本紡績,繊維製品,,,,,,,,missing,要調査
3415,TOKYO　BASE,小売業,,,,,,,,missing,要調査
3416,ピクスタ,小売業,古俣 大介,2000年9月,（現在）,,photos_1/3416_ピクスタ/current/photo_01.jpg,✓,✓,current,
3416,ピクスタ,小売業,古俣 大介資,2005年8月25日,2024年12月,,photos_1/3416_ピクスタ/history/01_古俣_大介資/photo_01.jpg,✓,✓,history,
3417,大木ヘルスケアホールディングス,卸売業,,,,,,,,missing,要調査
3418,バルニバービ,小売業,,,,,,,,missing,要調査
3420,ケー・エフ・シー,金属製品,田村 知幸,,（現在）,,photos_1/3420_ケー・エフ・シー/current/photo_01.jpg,✓,✓,current,
3421,稲葉製作所,金属製品,,,,,,,,missing,要調査
3422,J-MAX,金属製品,,,,,,,,missing,要調査
3423,エスイー,金属製品,,,,,,,,missing,要調査
3426,アトムリビンテック,金属製品,引戸,令和3年4月,（現在）,,photos_1/3426_アトムリビンテック/current/photo_01.jpg,✓,✓,current,
3426,アトムリビンテック,金属製品,植村甲午郎,,,,photos_1/3426_アトムリビンテック/history/01_植村甲午郎/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,水野成夫,,,,photos_1/3426_アトムリビンテック/history/02_水野成夫/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,鹿内信隆,,,,,,,history,
3426,アトムリビンテック,金属製品,浅野賢澄,,,,photos_1/3426_アトムリビンテック/history/04_浅野賢澄/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,鹿内春雄,,,,photos_1/3426_アトムリビンテック/history/05_鹿内春雄/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,鹿内宏明,,,,photos_1/3426_アトムリビンテック/history/06_鹿内宏明/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,日枝久,,,,photos_1/3426_アトムリビンテック/history/07_日枝久/photo_01.jpg,✓,✓,history,
3426,アトムリビンテック,金属製品,嘉納修治,,,,photos_1/3426_アトムリビンテック/history/08_嘉納修治/photo_01.jpg,✓,✓,history,
3431,宮地エンジニアリンググループ,金属製品,橋梁,,（現在）,,,,,current,
3433,トーカロ,金属製品,小林　和也,2014年4月,（現在）,,photos_1/3433_トーカロ/current/photo_01.jpg,✓,✓,current,
3434,アルファCo,金属製品,,,,,,,,missing,要調査
3435,サンコーテクノ,金属製品,,,,,,,,missing,要調査
3436,SUMCO,金属製品,阿波 俊弘,,,,photos_1/3436_SUMCO/history/01_阿波_俊弘/photo_01.jpg,✓,✓,history,
3437,特殊電極,金属製品,,,,,,,,missing,要調査
3439,三ツ知,金属製品,,,,,,,,missing,要調査
3440,日創プロニティ,金属製品,石田 徹,2025年8月,（現在）,,photos_1/3440_日創プロニティ/current/photo_01.jpg,✓,✓,current,
3441,山王,金属製品,送検 大津,2013年6月5日,2013年6月25日,,photos_1/3441_山王/history/01_送検_大津/photo_01.jpg,✓,✓,history,
3443,川田テクノロジーズ,金属製品,言及　金額,2025年6月25日,2025年6月29日,,photos_1/3443_川田テクノロジーズ/history/01_言及_金額/photo_01.jpg,✓,✓,history,
3444,菊池製作所,金属製品,,,,,,,,missing,要調査
3445,RS　Technologies,金属製品,,,,,,,,missing,要調査
3446,ジェイテックコーポレーション,金属製品,津村 尚史,2021年5月,（現在）,,photos_1/3446_ジェイテックコーポレーション/current/photo_01.jpg,✓,✓,current,
3447,信和,金属製品,工法　受注棟,,,,photos_1/3447_信和/history/01_工法_受注棟/photo_01.jpg,✓,✓,history,
3447,信和,金属製品,戸数　近畿,,,,photos_1/3447_信和/history/02_戸数_近畿/photo_01.jpg,✓,✓,history,
3447,信和,金属製品,棟数　近畿,,,,photos_1/3447_信和/history/03_棟数_近畿/photo_01.jpg,✓,✓,history,
3447,信和,金属製品,議室　大阪研,,,,photos_1/3447_信和/history/04_議室_大阪研/photo_01.jpg,✓,✓,history,
3447,信和,金属製品,議室 大阪研,,,,photos_1/3447_信和/history/05_議室_大阪研/photo_01.jpg,✓,✓,history,
3449,テクノフレックス,金属製品,辞任 違法薬,2011年10月7日,2024年10月28日,,photos_1/3449_テクノフレックス/history/01_辞任_違法薬/photo_01.jpg,✓,✓,history,
3452,ビーロット,不動産業,,,,,,,,missing,要調査
3454,ファーストブラザーズ,不動産業,,,,,,,,missing,要調査
3457,And　Doホールディングス,不動産業,,,,,,,,missing,要調査
3461,パルマ,不動産業,,,,,,,,missing,要調査
3465,ケイアイスター不動産,不動産業,塙 圭二,,（現在）,,photos_1/3465_ケイアイスター不動産/current/photo_01.jpg,✓,✓,current,
3467,アグレ都市デザイン,不動産業,"挨拶

理想的",,（現在）,,photos_1/3467_アグレ都市デザイン/current/photo_01.jpg,✓,✓,current,
3469,デュアルタップ,不動産業,臼井 貴弘,2006年8月,（現在）,,photos_1/3469_デュアルタップ/current/photo_01.jpg,✓,✓,current,
3469,デュアルタップ,不動産業,田聡 講演内,2012年6月6日,2012年6月10日,,photos_1/3469_デュアルタップ/history/01_田聡_講演内/photo_01.jpg,✓,✓,history,
3474,G-FACTORY,不動産業,片平 雅之,,（現在）,,photos_1/3474_G-FACTORY/current/photo_01.jpg,✓,✓,current,
3474,G-FACTORY,不動産業,王洲 銀河劇,,,,photos_1/3474_G-FACTORY/history/01_王洲_銀河劇/photo_01.jpg,✓,✓,history,
3475,グッドコムアセット,不動産業,長嶋　義和,,（現在）,,photos_1/3475_グッドコムアセット/current/photo_01.jpg,✓,✓,current,
3475,グッドコムアセット,不動産業,進士仁一,,,,photos_1/3475_グッドコムアセット/history/01_進士仁一/photo_01.jpg,✓,✓,history,
3475,グッドコムアセット,不動産業,手塚卓志,,,,photos_1/3475_グッドコムアセット/history/02_手塚卓志/photo_01.jpg,✓,✓,history,
3477,フォーライフ,不動産業,,,,,,,,missing,要調査
3479,ティーケーピー,不動産業,河野 貴輝,2005年8月,（現在）,,photos_1/3479_ティーケーピー/current/photo_01.jpg,✓,✓,current,
3479,ティーケーピー,不動産業,地獄 大分,2008年12月29日,2010年5月30日,,photos_1/3479_ティーケーピー/history/01_地獄_大分/photo_01.jpg,✓,✓,history,
3480,ジェイ・エス・ビー,不動産業,森 高広,,（現在）,,photos_1/3480_ジェイ・エス・ビー/current/photo_01.jpg,✓,✓,current,
3480,ジェイ・エス・ビー,不動産業,近藤 雅彦,2022年頃,,,photos_1/3480_ジェイ・エス・ビー/history/01_近藤_雅彦/photo_01.jpg,✓,✓,history,
3482,ロードスターキャピタル,不動産業,月期　決算説,2026年2月,（現在）,,photos_1/3482_ロードスターキャピタル/current/photo_01.jpg,✓,✓,current,
3484,イノベーションホールディングス,不動産業,,,,,,,,missing,要調査
3486,グローバル・リンク・マネジメント,不動産業,金 大仲,2025年7月,（現在）,,photos_1/3486_グローバル・リンク・マネジメント/current/photo_01.jpg,✓,✓,current,
3489,フェイスネットワーク,不動産業,蜂谷 二郎,,（現在）,,,,,current,
3490,アズ企画設計,不動産業,松本 俊人,2022年12月,（現在）,,photos_1/3490_アズ企画設計/current/photo_01.jpg,✓,✓,current,
3491,GA　technologies,不動産業,神戸 肇外部,,,,photos_1/3491_GA_technologies/history/01_神戸_肇外部/photo_01.jpg,✓,✓,history,
3494,マリオン,不動産業,,,,,,,,missing,要調査
3495,香陵住販,不動産業,藤氏 日本経,2021年11月22日,2021年10月7日,,photos_1/3495_香陵住販/history/01_藤氏_日本経/photo_01.jpg,✓,✓,history,
3495,香陵住販,不動産業,昇格 小杉氏,2021年5月13日,2021年5月14日,,photos_1/3495_香陵住販/history/02_昇格_小杉氏/photo_01.jpg,✓,✓,history,
3495,香陵住販,不動産業,空席 山陽新,2021年4月14日,2021年4月13日,,photos_1/3495_香陵住販/history/03_空席_山陽新/photo_01.jpg,✓,✓,history,
3495,香陵住販,不動産業,死去 岡山経,2021年4月9日,2021年4月11日,,photos_1/3495_香陵住販/history/04_死去_岡山経/photo_01.jpg,✓,✓,history,
3495,香陵住販,不動産業,辞任 女性,2021年2月10日,2019年4月9日,,photos_1/3495_香陵住販/history/05_辞任_女性/photo_01.jpg,✓,✓,history,
3496,アズーム,不動産業,,,,,,,,missing,要調査
3498,霞ヶ関キャピタル,不動産業,,,,,,,,missing,要調査
3501,SUMINOE,繊維製品,,,,,,,,missing,要調査
3512,日本フエルト,繊維製品,,,,,,,,missing,要調査
3513,イチカワ,繊維製品,矢崎 孝信,,（現在）,,photos_2/3513_イチカワ/current/photo_01.jpg,✓,✓,current,
3521,エコナックホールディングス,サービス業,植村甲午郎,,,,photos_1/3521_エコナックホールディングス/history/01_植村甲午郎/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,水野成夫,,,,photos_1/3521_エコナックホールディングス/history/02_水野成夫/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,鹿内信隆,,,,,,,history,
3521,エコナックホールディングス,サービス業,浅野賢澄,,,,photos_1/3521_エコナックホールディングス/history/04_浅野賢澄/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,鹿内春雄,,,,photos_1/3521_エコナックホールディングス/history/05_鹿内春雄/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,鹿内宏明,,,,photos_1/3521_エコナックホールディングス/history/06_鹿内宏明/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,日枝久,,,,photos_1/3521_エコナックホールディングス/history/07_日枝久/photo_01.jpg,✓,,history,
3521,エコナックホールディングス,サービス業,嘉納修治,,,,photos_1/3521_エコナックホールディングス/history/08_嘉納修治/photo_01.jpg,✓,,history,
3524,日東製網,繊維製品,,,,,,,,missing,要調査
3529,アツギ,繊維製品,日光 信二,,（現在）,,photos_2/3529_アツギ/current/photo_01.jpg,✓,✓,current,
3536,アクサスホールディングス,小売業,,,,,,,,missing,要調査
3537,昭栄薬品,卸売業,,,,,,,,missing,要調査
3538,ウイルプラスホールディングス,小売業,,,,,,,,missing,要調査
3539,JMホールディングス,小売業,,,,,,,,missing,要調査
3541,農業総合研究所,卸売業,,,,,,,,missing,要調査
3542,ベガコーポレーション,小売業,浮城 智和,,（現在）,,photos_2/3542_ベガコーポレーション/current/photo_01.jpg,✓,✓,current,
3543,コメダホールディングス,卸売業,甘利祐一,2006年7月,（現在）,,photos_2/3543_コメダホールディングス/current/photo_01.jpg,✓,✓,current,
3543,コメダホールディングス,卸売業,植村甲午郎,,,,photos_1/3543_コメダホールディングス/history/01_植村甲午郎/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,水野成夫,,,,photos_1/3543_コメダホールディングス/history/02_水野成夫/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,鹿内信隆,,,,,,,history,
3543,コメダホールディングス,卸売業,浅野賢澄,,,,photos_1/3543_コメダホールディングス/history/04_浅野賢澄/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,鹿内春雄,,,,photos_1/3543_コメダホールディングス/history/05_鹿内春雄/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,鹿内宏明,,,,photos_1/3543_コメダホールディングス/history/06_鹿内宏明/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,日枝久,,,,photos_1/3543_コメダホールディングス/history/07_日枝久/photo_01.jpg,✓,,history,
3543,コメダホールディングス,卸売業,嘉納修治,,,,photos_1/3543_コメダホールディングス/history/08_嘉納修治/photo_01.jpg,✓,,history,
3544,サツドラホールディングス,小売業,富山 浩樹,,（現在）,,photos_2/3544_サツドラホールディングス/current/photo_01.jpg,✓,✓,current,
3546,アレンザホールディングス,小売業,海空 地球征,,,,photos_1/3546_アレンザホールディングス/history/01_海空_地球征/photo_01.jpg,✓,,history,
3547,串カツ田中ホールディングス,小売業,移行 笹崎,2016年9月16日,2018年7月4日,,photos_1/3547_串カツ田中ホールディングス/history/01_移行_笹崎/photo_01.jpg,✓,,history,
3548,バロックジャパンリミテッド,小売業,王洲 銀河劇,,,,photos_1/3548_バロックジャパンリミテッド/history/01_王洲_銀河劇/photo_01.jpg,✓,,history,
3549,クスリのアオキホールディングス,小売業,,,,,,,,missing,要調査
3550,スタジオアタオ,小売業,,,,,,,,missing,要調査
3551,ダイニック,繊維製品,,,,,,,,missing,要調査
3553,共和レザー,化学,,,,,,,,missing,要調査
3556,リネットジャパングループ,小売業,黒田　武志,,（現在）,,,,,current,
3557,ユナイテッド&コレクティブ,小売業,現在,,（現在）,,,,,current,
3557,ユナイテッド&コレクティブ,小売業,配信　配信日,2017年2月15日,2017年2月15日,,photos_1/3557_ユナイテッド&コレクティブ/history/01_配信_配信日/photo_01.jpg,✓,,history,
3558,ジェイドグループ,小売業,,,,,,,,missing,要調査
3559,ピーバンドットコム,卸売業,,,,,,,,missing,要調査
3560,ほぼ日,小売業,伝説 大地,2018年6月4日,2020年6月28日,,photos_1/3560_ほぼ日/history/01_伝説_大地/photo_01.jpg,✓,,history,
3560,ほぼ日,小売業,天堂　直面,2017年3月10日,2015年7月13日,,photos_1/3560_ほぼ日/history/02_天堂_直面/photo_01.jpg,✓,,history,
3560,ほぼ日,小売業,田聡 講演内,2016年10月6日,2011年10月28日,,photos_1/3560_ほぼ日/history/03_田聡_講演内/photo_01.jpg,✓,,history,
3561,力の源ホールディングス,小売業,,,,,,,,missing,要調査
3562,No.1,卸売業,辰巳　崇之,,（現在）,,photos_2/3562_No.1/current/photo_01.jpg,✓,,current,
3563,FOOD　&　LIFE　COMPANIES,小売業,山本 雅啓,,（現在）,,photos_2/3563_FOOD_&_LIFE_COMPANIES/current/photo_01.jpg,✓,,current,
3563,FOOD　&　LIFE　COMPANIES,小売業,新居 耕平,,,,photos_1/3563_FOOD_&_LIFE_COMPANIES/history/01_新居_耕平/photo_01.jpg,✓,,history,
3566,ユニフォームネクスト,小売業,院前 伊集院,,,,photos_1/3566_ユニフォームネクスト/history/01_院前_伊集院/photo_01.jpg,✓,,history,
3569,セーレン,繊維製品,,,,,,,,missing,要調査
3571,ソトー,繊維製品,上田 康彦,,（現在）,,photos_2/3571_ソトー/current/photo_01.jpg,✓,✓,current,
3577,東海染工,繊維製品,,,,,,,,missing,要調査
3580,小松マテーレ,繊維製品,,,,,,,,missing,要調査
3583,オーベクス,繊維製品,,,,,,,,missing,要調査
3591,ワコールホールディングス,繊維製品,,,,,,,,missing,要調査
3593,ホギメディカル,繊維製品,逝去 享年,2021年7月1日,2021年7月2日,,photos_1/3593_ホギメディカル/history/01_逝去_享年/photo_01.jpg,✓,,history,
3597,自重堂,繊維製品,,,,,,,,missing,要調査
3598,山喜,繊維製品,宮本惠史,2016年頃,,,photos_1/3598_山喜/history/01_宮本惠史/photo_01.jpg,✓,,history,
3600,フジックス,繊維製品,,,,,,,,missing,要調査
3607,クラウディアホールディングス,繊維製品,,,,,,,,missing,要調査
3608,TSIホールディングス,繊維製品,下地 毅,,（現在）,,photos_2/3608_TSIホールディングス/current/photo_01.jpg,✓,✓,current,
3611,マツオカコーポレーション,繊維製品,"締役
松岡",2000年6月,（現在）,,photos_2/3611_マツオカコーポレーション/current/photo_01.jpg,✓,✓,current,
3612,ワールド,繊維製品,鈴木 信輝,,（現在）,,photos_2/3612_ワールド/current/photo_01.jpg,✓,✓,current,
3622,ネットイヤーグループ,情報・通信業,生成,2024年6月,（現在）,,photos_2/3622_ネットイヤーグループ/current/photo_01.jpg,✓,✓,current,
3623,ビリングシステム,情報・通信業,,,,,,,,missing,要調査
3624,アクセルマーク,情報・通信業,,,,,,,,missing,要調査
3625,テックファームホールディングス,情報・通信業,,,,,,,,missing,要調査
3626,TIS,情報・通信業,"月
株",2000年6月,（現在）,,photos_2/3626_TIS/current/photo_01.jpg,✓,✓,current,
3626,TIS,情報・通信業,兼務 来年,2019年9月11日,2020年9月30日,,photos_1/3626_TIS/history/01_兼務_来年/photo_01.jpg,✓,,history,
3627,テクミラホールディングス,情報・通信業,,,,,,,,missing,要調査
3628,データホライゾン,情報・通信業,,,,,,,,missing,要調査
3632,グリーホールディングス,情報・通信業,田中 良和,2000年2月,（現在）,,photos_2/3632_グリーホールディングス/current/photo_01.jpg,✓,✓,current,
3632,グリーホールディングス,情報・通信業,表者 時田宗,,,,photos_1/3632_グリーホールディングス/history/01_表者_時田宗/photo_01.jpg,✓,,history,
3633,GMOペパボ,情報・通信業,,,,,,,,missing,要調査
3634,ソケッツ,情報・通信業,,,,,,,,missing,要調査
3635,コーエーテクモホールディングス,情報・通信業,,,,,,,,missing,要調査
3636,三菱総合研究所,情報・通信業,,,,,,,,missing,要調査
3639,ボルテージ,情報・通信業,,,,,,,,missing,要調査
3640,電算,情報・通信業,,,,,,,,missing,要調査
3641,パピレス,情報・通信業,,,,,,,,missing,要調査
3645,メディカルネット,情報・通信業,,,,,,,,missing,要調査
3646,駅探,情報・通信業,,,,,,,,missing,要調査
3647,ジー・スリーホールディングス,情報・通信業,,,,,,,,missing,要調査
3648,AGS,情報・通信業,中野　真治,,（現在）,,photos_2/3648_AGS/current/photo_01.jpg,✓,✓,current,
3649,ファインデックス,情報・通信業,進士仁一,,,,,,,history,
3649,ファインデックス,情報・通信業,手塚卓志,,,,photos_1/3649_ファインデックス/history/02_手塚卓志/photo_01.jpg,✓,,history,
3652,ディジタルメディアプロフェッショナル,情報・通信業,山本 達夫,,（現在）,,photos_2/3652_ディジタルメディアプロフェッショナル/current/photo_01.jpg,✓,✓,current,
3652,ディジタルメディアプロフェッショナル,情報・通信業,田聡 講演内,2011年9月11日,2011年10月28日,,photos_1/3652_ディジタルメディアプロフェッショナル/history/01_田聡_講演内/photo_01.jpg,✓,,history,
3653,モルフォ,情報・通信業,,,,,,,,missing,要調査
